run #,datetime,avg_loss,avg_loss_change,loss,pred_cost,true_cost,rel_error,accuracy_5pct,accuracy_10pct,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12
252,2025-08-05 19:53:32,143812033.5593,-551702.9863,5334584.0000,57437.9961,59747.6685,0.0387,38.9,63.5,10.2727,3.0135,86.8413,0.3141,136.2157,5.3758,0.5154,1.1108,93.0316,176.3587,0.6584,0.9131,0.4956
253,2025-08-05 19:53:34,143274131.4405,-537902.1188,7722797.5000,66396.8750,63617.8843,0.0437,39.1,63.6,8.1679,3.0923,-93.9632,-6.9751,131.4404,4.9007,0.4838,1.0541,91.1099,183.2909,0.7032,0.8734,0.5039
254,2025-08-05 19:53:35,142752827.1593,-521304.2813,10862844.0000,61984.5234,65280.4082,0.0505,39.0,63.8,11.5020,2.8609,81.9896,-1.7025,131.2913,6.3877,0.5047,1.0339,86.7039,180.6687,0.6827,0.8842,0.5157
255,2025-08-05 19:53:36,142200724.6116,-552102.5477,1966677.5000,60190.7539,61593.1370,0.0228,39.2,63.9,9.1478,3.1145,87.6529,1.2501,135.8425,5.9293,0.5055,0.8556,93.5484,178.8373,0.7711,0.8844,0.4840
256,2025-08-05 19:53:38,141658464.5584,-542260.0532,3382151.0000,65704.4375,67543.5019,0.0272,39.5,64.1,9.9052,2.9662,-105.0239,0.4906,132.7554,4.6005,0.4931,0.9317,89.3411,180.8641,0.7059,0.8997,0.4992
257,2025-08-05 19:53:39,141110134.7085,-548329.8499,737693.1250,67030.0938,67888.9881,0.0127,39.7,64.2,9.1984,2.8843,-96.9151,6.2378,134.1543,4.3362,0.4931,1.0021,96.6714,179.5460,0.7045,0.8960,0.5017
258,2025-08-05 19:53:40,140615283.7290,-494850.9795,13438582.0000,57533.5391,61199.4069,0.0599,39.5,64.3,8.2291,3.0315,90.5627,1.2832,134.6628,4.9267,0.5002,1.1317,93.3438,177.3637,0.7749,0.8995,0.4960
259,2025-08-05 19:53:42,141361122.3555,745838.6265,333787488.0000,62832.1562,81102.0040,0.2253,39.4,64.1,7.6729,2.9492,77.5490,-3.3037,130.7372,6.5475,0.5090,1.0885,91.9070,180.1603,0.6220,0.8987,0.4933
260,2025-08-05 19:53:43,140821818.9099,-539303.4456,1142226.5000,61636.5000,60567.7481,0.0176,39.6,64.2,11.7797,3.1812,66.5861,-2.5194,131.0526,3.7239,0.4976,1.0863,87.3786,184.4600,0.8008,0.8970,0.4891
261,2025-08-05 19:53:44,140407421.1133,-414397.7966,32663994.0000,65812.9297,60097.6869,0.0951,39.5,64.4,11.1659,3.1446,-94.8672,-6.3939,139.1791,4.1040,0.5095,1.0994,94.2661,178.8517,0.7536,0.9039,0.5099
262,2025-08-05 19:53:46,139879724.6759,-527696.4375,2150954.5000,58041.5352,59508.1503,0.0246,39.7,64.5,11.1700,3.0945,82.8754,2.1111,140.0821,5.3506,0.5024,1.1245,90.9344,177.5648,0.7229,0.9051,0.5141
263,2025-08-05 19:53:47,139763816.3387,-115908.3372,109395832.0000,63828.6484,53369.4022,0.1960,39.5,64.3,9.9026,2.8951,75.3686,1.9759,133.7668,4.0714,0.5122,0.9467,86.7067,179.3518,0.6732,0.8883,0.5027
264,2025-08-05 19:53:49,139420684.3223,-343132.0164,49176964.0000,57695.0586,64707.6859,0.1084,39.4,64.0,8.7941,2.9418,94.5038,5.0046,137.2676,5.6467,0.5022,0.7114,92.9359,177.7880,0.7309,0.9021,0.5153
265,2025-08-05 19:53:50,138933852.8833,-486831.4390,10410353.0000,66008.3516,69234.8567,0.0466,39.6,64.2,10.4442,3.1096,-108.0284,-3.9270,137.3685,4.9642,0.5026,1.0125,86.9295,180.4623,0.5494,0.8944,0.5168
266,2025-08-05 19:53:51,138432309.7578,-501543.1255,5523381.5000,68743.4531,71093.6412,0.0331,39.8,64.3,9.5839,3.0389,-88.4272,2.3298,132.6895,5.7461,0.5108,0.9480,89.8842,182.5515,0.6752,0.9074,0.5023
267,2025-08-05 19:53:53,137925313.1782,-506996.5796,3064223.0000,62768.2891,64518.7823,0.0271,40.1,64.4,8.8140,2.9194,72.7388,3.1935,132.3840,5.7142,0.4872,0.9088,91.8162,179.2085,0.7433,0.9044,0.5159
268,2025-08-05 19:53:54,137413215.2076,-512097.9706,683057.0625,59612.9570,60439.4281,0.0137,40.3,64.6,10.5335,3.0093,96.7253,-2.4276,130.1062,5.7948,0.4911,1.0315,92.5653,181.6364,0.7094,0.8876,0.5049
269,2025-08-05 19:53:55,136993418.0061,-419797.2015,24487768.0000,57281.7422,62230.2542,0.0795,40.1,64.7,8.2693,3.0028,104.0166,-2.3050,138.9255,2.6797,0.4961,1.0133,90.7417,180.1943,0.6944,0.8883,0.5056
270,2025-08-05 19:53:57,136486471.9450,-506946.0611,117981.5156,67287.0000,67630.4853,0.0051,40.4,64.8,9.9947,3.0675,-96.1508,0.2317,143.8172,4.9812,0.4931,0.9801,94.2324,175.2749,0.7041,0.9008,0.5100
271,2025-08-05 19:53:58,135984463.2320,-502008.7130,442110.7188,70760.9688,70096.0575,0.0095,40.6,64.9,9.0315,3.0266,-82.5960,-8.1817,128.3291,5.9056,0.4904,1.0336,90.9056,177.3005,0.7209,0.9030,0.4824
272,2025-08-05 19:53:59,135744359.8231,-240103.4089,70676336.0000,69700.7812,78107.7058,0.1076,40.4,64.7,10.2928,2.9752,-89.5812,-1.4218,132.4485,6.6257,0.4862,0.7409,88.3020,183.2126,0.6819,0.9007,0.5081
273,2025-08-05 19:54:01,135333547.0032,-410812.8199,23592460.0000,62591.4023,57734.1965,0.0841,40.3,64.8,11.6921,2.8143,81.3968,0.8513,131.9186,3.8839,0.5195,0.9236,89.0891,178.9546,0.6606,0.8813,0.4977
274,2025-08-05 19:54:02,134845282.9927,-488264.0105,1549208.1250,68495.0781,69739.7532,0.0178,40.5,65.0,9.5976,3.0286,-99.2740,0.3670,133.9965,5.0760,0.5047,1.0605,91.1759,178.2517,0.6361,0.8864,0.4925
275,2025-08-05 19:54:03,134355592.0119,-489690.9808,180263.2656,61737.6289,61313.0558,0.0069,40.7,65.1,10.0128,3.0625,90.1772,4.1652,128.1042,5.8918,0.4949,1.0570,87.2527,179.4723,0.6988,0.8942,0.4956
276,2025-08-05 19:54:05,133926813.2691,-428778.7428,16012659.0000,60337.3555,64338.9387,0.0622,40.6,65.2,8.6435,2.9582,87.3676,1.9615,132.9702,5.5049,0.4943,1.0459,91.7114,176.6087,0.7607,0.9083,0.4939
277,2025-08-05 19:54:06,133565177.6255,-361635.6436,33753740.0000,72057.1484,77866.9426,0.0746,40.4,65.3,10.3604,3.0254,-95.6915,-0.1680,134.7902,6.6503,0.5128,1.0583,88.6676,181.4926,0.6609,0.9073,0.5134
278,2025-08-05 19:54:08,133097188.8921,-467988.7334,3464309.7500,71220.3125,69359.0468,0.0268,40.6,65.5,10.9754,2.9804,-75.8442,7.7792,126.4618,5.4590,0.5095,1.0434,87.5919,174.7614,0.7070,0.9046,0.5138
279,2025-08-05 19:54:09,132659666.5090,-437522.3831,11028444.0000,59096.7188,55775.8082,0.0595,40.5,65.6,9.6015,3.0734,95.5669,2.7904,139.6612,4.7769,0.4995,1.0066,82.2671,181.1820,0.6615,0.9224,0.5057
280,2025-08-05 19:54:10,132351846.6429,-307819.8661,46470104.0000,70944.9766,77761.8739,0.0877,40.4,65.7,9.0931,3.0511,-94.3062,-1.1208,138.6590,6.7149,0.5072,1.0163,91.3336,179.9857,0.7712,0.8821,0.5079
281,2025-08-05 19:54:12,131959815.7510,-392030.8920,22191166.0000,70728.5078,75439.2600,0.0624,40.2,65.8,11.7177,3.0323,-98.7945,-2.7667,127.5115,6.7238,0.5102,0.9602,92.8419,177.7903,0.7209,0.8941,0.4911
282,2025-08-05 19:54:13,131503149.9655,-456665.7855,3180064.2500,70146.3672,71929.6419,0.0248,40.4,66.0,10.7858,2.9607,-102.3701,-3.2475,131.5648,5.2299,0.4991,0.9227,93.1700,185.8777,0.6498,0.8888,0.4976
283,2025-08-05 19:54:14,131053239.6926,-449910.2728,4178542.7500,71981.5312,69937.3795,0.0292,40.6,66.1,9.2663,2.9602,-89.6393,-0.9918,130.8610,5.0766,0.4921,1.0379,93.1852,176.0713,0.6672,0.9003,0.4922
284,2025-08-05 19:54:16,130683786.8416,-369452.8510,26128630.0000,61846.4297,56734.8132,0.0901,40.5,66.2,10.6739,2.9560,78.9378,-5.3505,137.3105,5.2382,0.4987,1.0170,84.6759,176.2113,0.6387,0.8923,0.5109
285,2025-08-05 19:54:17,130232667.2220,-451119.6196,2114695.2500,60985.7539,59531.5561,0.0244,40.7,66.3,10.3751,3.1447,89.4085,-2.8268,140.7451,5.3075,0.4907,0.9886,91.7057,182.4419,0.6033,0.9110,0.5083
286,2025-08-05 19:54:18,129837418.9030,-395248.3190,17191648.0000,60775.5234,56629.2409,0.0732,40.6,66.4,11.6940,2.9422,89.8465,-0.8996,129.2184,4.4550,0.5123,1.1027,90.8540,180.5001,0.6958,0.8933,0.4921
287,2025-08-05 19:54:20,129385081.4312,-452337.4718,16564.4941,67723.1406,67594.4359,0.0019,40.8,66.6,10.8180,2.9547,-113.3373,2.8549,134.7532,3.9197,0.5125,0.9033,90.1375,179.6764,0.7458,0.9062,0.4824
288,2025-08-05 19:54:21,129129476.2596,-255605.1716,55770792.0000,78424.6953,85892.6799,0.0869,40.6,66.7,10.1395,2.8814,-90.4748,-7.4324,136.3478,7.0647,0.5078,1.1020,90.9769,178.5443,0.6467,0.8935,0.4976
289,2025-08-05 19:54:22,128784540.5078,-344935.7518,29443044.0000,62547.0547,57120.9090,0.0950,40.5,66.8,9.1723,3.0446,76.4874,-3.1476,123.0645,4.7077,0.4874,1.1573,82.2272,178.2033,0.7554,0.8942,0.4931
290,2025-08-05 19:54:24,128420369.8440,-364170.6638,23175048.0000,72060.7500,67246.7013,0.0716,40.3,66.9,10.4399,3.0868,-93.5535,-2.8923,134.1444,4.6664,0.4977,0.9371,86.8390,176.7191,0.6363,0.9173,0.4978
291,2025-08-05 19:54:25,128183051.6109,-237318.2331,59360764.0000,66659.6641,58955.0716,0.1307,40.2,66.7,8.9562,3.1038,70.3781,2.6341,128.4663,5.5804,0.4869,0.9655,90.4161,182.1557,0.6736,0.8961,0.5102
292,2025-08-05 19:54:27,127765791.8999,-417259.7110,6343216.0000,59526.7500,57008.1776,0.0442,40.4,66.8,9.8858,3.0973,93.6105,-1.1380,121.9132,5.3429,0.4949,1.1576,90.4837,179.5579,0.6988,0.9115,0.4797
293,2025-08-05 19:54:28,127412592.1118,-353199.7881,24278254.0000,62702.0039,57774.7062,0.0853,40.3,66.9,8.9670,2.9096,85.6661,-3.8126,138.8791,4.5824,0.5063,1.2567,91.5114,182.1214,0.6478,0.9047,0.5007
294,2025-08-05 19:54:29,126995890.9006,-416701.2113,4902436.0000,55776.7734,57990.9175,0.0382,40.5,67.0,8.4435,2.9414,116.2768,1.1561,130.8714,5.2198,0.5118,0.9330,91.4593,177.1367,0.7504,0.8976,0.5046
295,2025-08-05 19:54:31,126580489.1144,-415401.7861,4452364.0000,59069.8711,56959.8076,0.0370,40.7,67.1,11.5907,2.9885,85.8855,-5.5662,140.6463,4.4348,0.5042,1.0115,86.3904,179.8986,0.7571,0.8887,0.5137
296,2025-08-05 19:54:32,126175272.9367,-405216.1778,6636500.5000,58085.4531,60661.5942,0.0425,40.9,67.2,11.4228,2.9569,99.4794,-1.4380,145.7876,4.5126,0.5026,0.9051,91.8375,181.5612,0.6244,0.9118,0.5096
297,2025-08-05 19:54:33,125862247.6608,-313025.2759,33206766.0000,59404.7188,65167.2490,0.0884,40.7,67.3,10.1774,2.9831,85.0599,2.6622,142.6292,2.7901,0.4869,1.1319,90.8684,178.2524,0.6620,0.9050,0.4910
298,2025-08-05 19:54:35,125444710.4501,-417537.2107,1436158.8750,69782.9375,68584.5390,0.0175,40.9,67.4,12.5433,3.0369,-102.1664,-1.5849,125.0279,3.9787,0.4951,0.9981,88.7761,175.4107,0.7196,0.8797,0.4962
299,2025-08-05 19:54:36,125124548.8165,-320161.6336,29716382.0000,61460.3906,56009.1187,0.0973,40.8,67.6,9.1522,2.8704,95.6129,-4.2927,139.7267,4.3219,0.5095,1.0409,87.2347,182.3459,0.6381,0.8942,0.4909
300,2025-08-05 19:54:37,124707717.4760,-416831.3405,75146.6562,55962.2812,56236.4087,0.0049,41.0,67.7,10.0528,3.0582,102.4476,-4.9256,122.1628,4.5751,0.4913,1.0310,90.2318,180.7045,0.6873,0.9055,0.5143
301,2025-08-05 19:54:39,124493808.7535,-213908.7225,60321192.0000,76191.8438,68425.1742,0.1135,40.9,67.4,9.4298,2.9392,-83.0440,-4.0853,136.8147,4.8807,0.4978,1.1500,94.3201,176.3481,0.7825,0.9062,0.5057
302,2025-08-05 19:54:40,124095202.9099,-398605.8436,4114844.0000,70975.2344,68946.7275,0.0294,41.1,67.5,8.9534,2.9988,-92.7063,-3.0077,143.0733,2.9921,0.5049,1.0051,88.6896,186.8324,0.6657,0.9076,0.4959
303,2025-08-05 19:54:42,123686339.3905,-408863.5195,209556.5156,61113.0625,60655.2883,0.0075,41.3,67.7,11.2266,3.0122,83.9902,-5.8992,132.8399,5.1170,0.5046,1.0395,88.8283,182.5198,0.6135,0.9027,0.4936
304,2025-08-05 19:54:43,123580651.5635,-105687.8269,91557240.0000,59699.1484,69267.7024,0.1381,41.1,67.4,9.4791,2.9268,100.9232,-2.3221,131.2022,6.7780,0.4997,0.9732,93.2029,180.0178,0.6846,0.8955,0.4873
305,2025-08-05 19:54:44,123192506.3190,-388145.2445,5196352.0000,65604.0703,63324.5200,0.0360,41.3,67.5,9.5853,2.9421,73.3518,-2.3418,132.0429,5.4606,0.5156,1.2082,95.6509,185.7305,0.5893,0.8973,0.4818
306,2025-08-05 19:54:46,123000071.8409,-192434.4782,64307556.0000,70286.8281,62267.6307,0.1288,41.2,67.3,7.5371,3.0675,-85.0073,2.4136,134.7400,3.8847,0.5073,1.0833,86.1188,180.1312,0.6988,0.9124,0.4862
307,2025-08-05 19:54:47,122831964.1671,-168107.6737,71391016.0000,76018.2500,84467.5714,0.1000,41.0,67.1,10.6233,2.8007,-103.2685,-2.5356,136.0175,6.9158,0.4954,1.0224,90.5662,187.7541,0.6869,0.9152,0.4940
308,2025-08-05 19:54:48,122776569.4004,-55394.7668,105770376.0000,72986.6875,62702.2151,0.1640,40.9,66.9,9.8282,3.1232,-88.7055,8.1478,142.6018,5.1486,0.5075,1.0765,90.3414,177.6773,0.7125,0.9012,0.5131
309,2025-08-05 19:54:50,122438727.1887,-337842.2117,18383326.0000,70509.2656,74796.8417,0.0573,40.8,67.0,8.6244,2.9903,-83.2650,-4.8572,133.1051,2.4522,0.4903,0.9868,86.2868,178.4943,0.6170,0.8919,0.4835
310,2025-08-05 19:54:51,122072847.5462,-365879.6425,9016038.0000,62337.4453,65340.1188,0.0460,41.0,67.1,8.6587,3.1129,78.1670,-0.4421,140.5380,5.3901,0.5042,0.9455,89.1003,178.8456,0.5881,0.9098,0.4943
311,2025-08-05 19:54:52,121728978.6087,-343868.9374,15129608.0000,74141.6094,70251.9274,0.0554,40.8,67.2,10.4762,2.9334,-96.6684,1.0951,132.7072,5.1534,0.5082,1.0539,87.6628,178.4907,0.7879,0.8861,0.5066
312,2025-08-05 19:54:54,121375889.6805,-353088.9282,11565233.0000,59216.8789,55816.1101,0.0609,40.7,67.3,9.3572,2.7790,86.4629,-0.7949,141.9982,4.9822,0.5034,0.9160,96.5304,179.4894,0.6965,0.9034,0.5161
313,2025-08-05 19:54:55,121124891.6559,-250998.0245,42813508.0000,77962.6250,71419.4226,0.0916,40.6,67.4,10.9693,2.9680,-72.3923,-2.0197,128.6545,6.0747,0.4895,1.1022,88.9599,180.3806,0.6945,0.9253,0.5111
314,2025-08-05 19:54:56,120751147.9293,-373743.7266,3769361.5000,69687.5547,67746.0726,0.0287,40.8,67.5,10.3000,2.9656,-87.1144,3.5735,137.2742,3.2704,0.4896,1.0033,96.2632,176.3291,0.7352,0.8985,0.4931
315,2025-08-05 19:54:58,120369058.1718,-382089.7575,392874.3125,57489.2852,58116.0826,0.0108,41.0,67.6,10.6221,3.0083,97.2322,1.8937,128.8229,4.9447,0.4747,1.0010,87.4168,182.6172,0.6082,0.9025,0.5147
316,2025-08-05 19:54:59,120004949.2789,-364108.8929,5310648.0000,72608.6484,70304.1668,0.0328,41.1,67.7,10.5710,3.0099,-90.2569,-1.9711,133.4750,5.6985,0.5007,1.0561,93.2943,175.8213,0.7571,0.8932,0.5033
317,2025-08-05 19:55:00,119812046.1833,-192903.0955,58854668.0000,73378.0859,81049.7685,0.0947,41.0,67.8,11.7087,3.0100,-96.0766,-1.2184,126.1101,7.3858,0.4946,1.0125,85.6356,180.0894,0.6607,0.8942,0.4999
318,2025-08-05 19:55:02,119448008.6065,-364037.5768,4048096.7500,64622.5352,66634.5199,0.0302,41.2,67.9,9.2867,3.0925,87.1998,6.3580,146.1017,5.9540,0.5085,0.9939,90.3703,188.8858,0.6892,0.9075,0.4987
319,2025-08-05 19:55:03,119185450.5482,-262558.0583,35691988.0000,59317.9102,53343.6325,0.1120,41.1,67.7,10.5837,2.8661,98.8000,-6.4961,142.7986,4.5888,0.5074,0.9517,93.3209,183.9077,0.6967,0.8834,0.4926
320,2025-08-05 19:55:05,118927089.8027,-258360.7455,36510012.0000,59456.4531,65498.8058,0.0923,40.9,67.8,8.9881,2.9575,86.3379,-2.6865,137.2540,5.7592,0.5151,0.9046,92.4994,181.4572,0.7059,0.8990,0.5134
321,2025-08-05 19:55:06,118567805.3220,-359284.4807,3596771.5000,57646.1758,55749.6619,0.0340,41.1,67.9,10.5675,3.0030,89.6170,5.4644,134.3176,4.8771,0.5046,1.1091,90.6658,177.3064,0.7444,0.9139,0.4941
322,2025-08-05 19:55:07,118202588.9961,-365216.3259,968148.3750,60230.4062,61214.3530,0.0161,41.3,68.0,10.7927,2.8020,89.6926,1.8912,129.1152,3.9506,0.5211,0.8702,92.9666,182.7253,0.5537,0.8973,0.4879
323,2025-08-05 19:55:09,117878725.5286,-323863.4675,13594689.0000,57270.1250,53583.0276,0.0688,41.2,68.1,9.4938,2.9534,91.9529,-2.7163,128.5193,4.0353,0.5198,0.9661,90.4402,177.1893,0.7044,0.9072,0.4898
324,2025-08-05 19:55:10,117556800.1628,-321925.3658,13574907.0000,55420.4570,59104.8692,0.0623,41.0,68.2,9.2727,3.1338,96.3665,-0.3210,138.2475,5.6165,0.4952,1.0752,91.7349,173.0132,0.6844,0.9083,0.5082
325,2025-08-05 19:55:11,117199295.3884,-357504.7743,1367748.5000,66988.2656,68157.7699,0.0172,41.2,68.3,9.4236,2.9734,-94.8780,0.0803,134.9478,2.6860,0.5155,1.1089,91.1176,177.1262,0.7619,0.8923,0.4841
326,2025-08-05 19:55:13,117019562.1511,-179733.2374,58606260.0000,57148.7383,64804.2120,0.1181,41.1,68.1,10.6355,2.9449,82.9522,-0.1796,135.0132,6.3491,0.4875,1.0605,95.5699,175.6049,0.7346,0.8946,0.5206
327,2025-08-05 19:55:14,116722290.1261,-297272.0249,19811610.0000,62812.2031,58361.1795,0.0763,41.0,68.2,10.8987,3.1322,83.0466,3.4396,139.4382,5.4853,0.5057,1.0010,94.3524,182.7956,0.6597,0.8935,0.4954
328,2025-08-05 19:55:15,116611267.7294,-111022.3967,80306944.0000,61351.6875,70313.0994,0.1275,40.9,68.0,9.5273,2.9550,78.6673,-1.7256,135.8736,6.3402,0.5062,1.0765,85.2607,173.8048,0.6207,0.8960,0.5019
329,2025-08-05 19:55:17,116257020.9587,-354246.7707,64080.1758,69213.0703,68959.9298,0.0037,41.0,68.1,10.0096,3.0045,-96.1767,3.6890,137.9888,4.9179,0.4996,0.9077,92.7894,181.6230,0.6743,0.9039,0.4930
330,2025-08-05 19:55:18,115910182.7070,-346838.2518,1800397.8750,68066.8750,69408.6637,0.0193,41.2,68.2,8.8170,2.9082,-84.0172,3.6199,118.3972,5.4098,0.5116,0.8699,90.3172,178.1068,0.7023,0.9039,0.5070
331,2025-08-05 19:55:19,115585356.9526,-324825.7544,8392858.0000,67578.6484,64681.6068,0.0448,41.4,68.3,10.0324,3.0559,-90.0395,-1.5311,115.4359,4.6079,0.4943,1.0110,85.3501,183.7208,0.7782,0.8851,0.4946
332,2025-08-05 19:55:21,115340275.7208,-245081.2318,34218388.0000,62665.0586,56815.4088,0.1030,41.3,68.1,9.6104,3.0029,82.8179,-4.0469,134.4346,5.0796,0.5113,0.8782,88.1493,180.2518,0.6654,0.8918,0.4826
333,2025-08-05 19:55:22,115003770.0339,-336505.6868,3283882.0000,68153.5312,69965.6831,0.0259,41.4,68.2,10.1705,2.9822,-82.4189,3.8745,128.0496,2.6089,0.5085,0.9240,86.7742,178.2292,0.7452,0.8665,0.4869
334,2025-08-05 19:55:24,114754190.3033,-249579.7306,31644140.0000,72988.8906,67363.5814,0.0835,41.3,68.3,8.5287,2.9805,-71.7995,-0.0017,140.7750,5.2439,0.4887,0.9652,92.4713,179.0961,0.7432,0.9138,0.5063
335,2025-08-05 19:55:25,114447230.0576,-306960.2457,11922508.0000,68132.2578,64679.3608,0.0534,41.2,68.4,12.9955,3.2335,-81.8350,0.4697,133.3173,5.0690,0.4888,0.7186,87.2386,178.0277,0.6651,0.8889,0.4881
336,2025-08-05 19:55:26,114106617.8355,-340612.2221,1523.4385,65317.5781,65356.6082,0.0006,41.4,68.5,8.5642,2.9854,-106.0930,-0.3846,139.1545,3.5707,0.5121,1.0419,91.4999,178.9751,0.7989,0.8976,0.4858
337,2025-08-05 19:55:28,113863540.6965,-243077.1390,32189622.0000,61302.3867,66975.9757,0.0847,41.2,68.5,10.8819,3.0575,76.5835,-4.6991,140.7125,6.5640,0.5233,1.1104,86.4823,180.1036,0.6740,0.9083,0.5002
338,2025-08-05 19:55:29,113572706.7566,-290833.9399,15561669.0000,64294.0508,60349.2236,0.0654,41.1,68.6,10.4666,2.9461,78.1465,0.1847,135.4693,5.7412,0.4904,1.0142,92.5205,181.0119,0.6544,0.9036,0.4940
339,2025-08-05 19:55:30,113243981.0162,-328725.7404,2134680.7500,75230.7891,73769.7375,0.0198,41.3,68.7,9.7781,3.0555,-86.9437,-10.4270,134.6611,6.2251,0.4979,0.9131,91.3824,184.9207,0.7038,0.8905,0.5084
340,2025-08-05 19:55:32,112918467.2000,-325513.8162,2569283.5000,72084.8828,70481.9853,0.0227,41.5,68.8,11.7597,2.8996,-95.4629,-1.9812,135.3353,4.4463,0.5025,0.9061,87.7806,179.6322,0.6711,0.8970,0.5047
341,2025-08-05 19:55:33,112817084.9266,-101382.2733,78347112.0000,60089.5625,68940.9515,0.1284,41.3,68.6,10.2681,3.0731,100.8872,3.5906,139.6659,6.8358,0.5011,0.9949,87.8527,181.0997,0.6670,0.9047,0.4955
342,2025-08-05 19:55:34,112488910.0619,-328174.8647,581281.1875,58719.7734,57957.3574,0.0132,41.5,68.7,10.1984,3.0631,89.6588,0.5170,135.0260,4.0055,0.5163,1.0580,84.0281,180.5044,0.6568,0.9120,0.4939
343,2025-08-05 19:55:36,112208506.2337,-280403.8282,16310397.0000,66488.4844,62449.8720,0.0647,41.4,68.8,10.6196,3.1459,-103.6204,0.3608,133.2337,5.6048,0.5015,1.0706,88.4465,179.1176,0.6750,0.9061,0.5017
344,2025-08-05 19:55:37,111890744.4896,-317761.7441,2898466.2500,60501.4570,58798.9685,0.0290,41.6,68.9,9.2975,2.9823,88.1228,-7.2463,132.2342,5.1238,0.4790,0.9246,91.9626,181.3232,0.6509,0.8966,0.4945
345,2025-08-05 19:55:38,111708880.3143,-181864.1753,49147604.0000,70974.4844,63963.9509,0.1096,41.4,68.7,9.1692,3.0263,-73.6223,0.8103,144.2638,4.3289,0.5025,1.2331,90.0342,176.7429,0.7566,0.8896,0.4937
346,2025-08-05 19:55:40,111404007.7093,-304872.6050,6222959.0000,67193.7578,69688.3409,0.0358,41.6,68.8,9.9565,3.0196,-88.4550,-1.3277,129.5070,5.4541,0.4994,0.9734,89.4291,177.6896,0.8094,0.9060,0.5115
347,2025-08-05 19:55:41,111102293.8946,-301713.8147,6709314.0000,56833.2969,54243.0640,0.0478,41.8,68.9,10.2327,2.9337,101.2933,-1.2512,131.7742,4.1707,0.5094,0.9329,97.1728,182.4837,0.6750,0.8969,0.5050
348,2025-08-05 19:55:42,110790492.7907,-311801.1039,2595509.7500,60070.7656,58459.7081,0.0276,42.0,69.0,8.4972,2.9378,91.5415,-3.7042,133.6687,4.5682,0.4943,1.0672,91.1920,180.6208,0.6632,0.8973,0.4939
349,2025-08-05 19:55:44,110656651.9059,-133840.8848,64080024.0000,71817.0391,79822.0403,0.1003,41.8,68.8,9.6342,3.0619,-79.3430,5.1518,132.1665,7.4705,0.4944,1.1064,90.0848,179.4080,0.6905,0.8938,0.5054
350,2025-08-05 19:55:45,110346649.9419,-310001.9640,2155964.5000,71342.8672,72811.1883,0.0202,42.0,68.9,8.5767,2.9888,-78.9851,1.2152,130.3432,6.0770,0.5006,0.9918,88.1623,181.5300,0.6904,0.9046,0.4917
351,2025-08-05 19:55:47,110077905.7598,-268744.1822,16017442.0000,69728.5000,65726.3213,0.0609,41.9,68.9,8.3879,2.8977,-78.0127,1.4015,137.4127,4.2938,0.5114,0.8908,88.3600,176.4242,0.7025,0.8943,0.4914
352,2025-08-05 19:55:48,109948049.0388,-129856.7209,64368340.0000,60807.2656,52784.2775,0.1520,41.8,68.8,10.2676,2.8831,84.1451,0.3729,141.3563,4.2667,0.4998,1.0595,87.9279,180.3263,0.7168,0.9083,0.4965
353,2025-08-05 19:55:49,109636602.2284,-311446.8104,7324.9526,69365.7969,69451.3806,0.0012,41.9,68.8,11.0490,2.9716,-96.4680,-1.7176,131.5998,4.8836,0.5050,0.9245,89.1748,180.0196,0.6854,0.8938,0.5078
354,2025-08-05 19:55:51,109343106.6006,-293495.6278,5739150.0000,54803.5781,57199.2315,0.0419,42.1,68.9,9.6119,2.9870,110.3027,-1.8237,137.3718,3.5504,0.4820,1.0232,89.9858,175.8413,0.7497,0.8939,0.4951
355,2025-08-05 19:55:52,109035243.0367,-307863.5639,51541.4141,60401.0000,60173.9722,0.0038,42.3,69.0,10.6571,3.1509,-97.2166,10.4091,138.2494,4.6263,0.4843,1.2733,85.9972,174.7643,0.6936,0.9093,0.5010
356,2025-08-05 19:55:53,108732289.7220,-302953.3147,1183863.0000,55889.7578,54801.7026,0.0199,42.4,69.1,10.4350,3.2239,91.0199,-5.4277,127.4534,4.2126,0.4952,0.9159,85.9165,178.9763,0.7454,0.8884,0.5196
357,2025-08-05 19:55:55,108497134.7424,-235154.9796,24781962.0000,57862.4453,62840.5954,0.0792,42.3,69.2,10.7097,2.9545,94.5470,-4.4681,135.4840,3.2569,0.5040,0.9650,84.2913,180.0671,0.6473,0.8850,0.4935
358,2025-08-05 19:55:56,108260384.9917,-236749.7507,23740724.0000,72592.8906,77465.3348,0.0629,42.2,69.3,10.8143,2.9511,-86.2094,1.0224,133.1958,6.3784,0.5126,0.9942,90.0969,177.0100,0.6612,0.8964,0.4949
359,2025-08-05 19:55:57,108031152.8107,-229232.1810,25966032.0000,58535.2227,53439.5363,0.0954,42.1,69.4,10.5344,2.8929,96.5863,12.1328,130.1410,4.9985,0.5013,0.9922,90.3790,182.9849,0.7141,0.9121,0.5054
360,2025-08-05 19:55:59,108212781.3418,181628.5311,173417424.0000,64972.4375,78141.2440,0.1685,41.9,69.2,10.8439,2.9421,81.0056,1.6574,135.7484,6.8835,0.4946,1.0596,90.7057,179.0509,0.5492,0.8969,0.4877
